person_id,body_id,body_name,member_type,title,start_date,end_date
3050,246,ZONING CODE REWRITE ADVISORY COMMITTEE (ended 2/2013),Member,,2008-02-26,2013-02-05
3050,247,"NEIGHBORHOOD SUPPORT OFFICE, ADVISORY COMMITTEE TO GUIDE DEVELOPMENT & IMPLEMENTATION OF THE (prior to 1-2009)",Member,,2008-04-22,2009-01-02
3050,93,MADISON PUBLIC LIBRARY BOARD,Member,Adult City Resident,2012-05-15,2015-04-20
3050,39,CITY-COUNTY LIAISON COMMITTEE,Member,Common Council Member,2015-04-21,2019-04-16
3050,91,COMMUNITY DEVELOPMENT AUTHORITY,Member,Common Council Member,2015-04-21,2023-04-18
3050,12,MADISON ARTS COMMISSION,Member,Common Council Member,2015-04-21,2023-04-18
3050,3,PLAN COMMISSION,Member,Common Council Member,2015-04-21,2019-04-16
3050,64,URBAN DESIGN COMMISSION,Member,Common Council Member,2015-04-21,2017-04-18
3050,36,WATER UTILITY BOARD,Member,Common Council Member,2015-04-21,2017-04-18
3050,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,Common Council Member,2016-05-03,2017-04-18
3050,1327,PRESIDENT'S WORK GROUP ON POLICE & COMMUNITY RELATIONS (ended 5/2017),Member,Common Council Member,2017-04-18,2017-05-17
3050,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2017-05-02,2018-04-17
3050,1331,URBAN FORESTRY TASK FORCE (ended 1/2020),Member,Common Council Member,2017-10-31,2020-01-21
3050,1336,TASK FORCE ON STRUCTURE OF CITY GOVERNMENT (ended 3/2020),Member,Common Council Member,2018-02-06,2019-04-16
3050,1337,PRESIDENT'S WORK GROUP TO DEVELOP CITY-WIDE SURVEILLANCE EQUIPMENT & DATA MANAGEMENT POLICIES (ended 1/2020),Member,Common Council Member,2017-12-29,2020-01-16
3050,1335,HISTORIC PRESERVATION PLAN ADVISORY COMMITTEE (ended 5/2020),Member,Common Council Member,2018-02-06,2019-04-16
3050,1338,TRUMAN OLSON SELECTION COMMITTEE (ended 5-2019),Member,District 14 Alder,2018-04-05,2019-05-17
3050,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Vice President,2018-05-01,2019-04-16
3050,64,URBAN DESIGN COMMISSION,Member,Common Council Member,2019-02-05,2019-04-16
3050,5,ALCOHOL LICENSE REVIEW COMMITTEE,Member,Common Council Member,2019-04-16,2023-04-18
3050,1322,ROOM TAX COMMISSION,Member,Common Council Member,2019-04-16,2023-04-18
3050,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2019-04-30,2020-05-01
3050,1324,FINANCE COMMITTEE,Member,Common Council President,2020-04-22,2021-04-20
3050,241,"ERLANGER, JEFFREY CLAY, CIVILITY IN PUBLIC DISCOURSE AWARD COMMITTEE",Member,Common Council President,2020-04-21,2021-04-20
3050,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council President,2020-04-21,2021-04-20
3050,1324,FINANCE COMMITTEE,Member,Common Council Member,2021-04-20,2023-04-18
3050,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Alternate - Immediate Past Common Council President,2021-04-20,2022-04-19
3050,1368,"PRESIDENT'S WORK GROUP ON RACIAL JUSTICE, ANTIRACISM AND EQUITY (ended 5/2022)",Member,Common Council Member,2021-05-18,2022-04-19
3050,1365,PRESIDENT'S WORK GROUP TO REVIEW AND REVISE THE CHIEF OF STAFF POSITION DESCRIPTION (ended 10/2021),Member,Common Council Member,2021-04-28,2021-10-22
3050,5,ALCOHOL LICENSE REVIEW COMMITTEE,Member,Adult City Resident,2023-11-07,2025-08-15
3050,56,MONONA TERRACE COMMUNITY AND CONVENTION CENTER BOARD,Member,City Appointee,2025-06-17,2028-05-01
3944,31,ADA TRANSIT SUBCOMMITTEE TO THE TRANSIT AND PARKING COMM (ended 6/2018),Member,Common Council Member,2015-04-21,2017-04-18
3944,4,BOARD OF ESTIMATES (ended 4/2017),Member,Common Council Member,2015-04-21,2017-04-18
3944,93,MADISON PUBLIC LIBRARY BOARD,Member,Common Council Member,2015-04-21,2021-04-20
3944,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,Common Council Member,2015-04-21,2021-04-20
3944,127,SENSITIVE CRIMES COMMISSION (Dane County),Member,Public Safety Review Committee Representative,2017-03-10,2019-06-30
3944,1324,FINANCE COMMITTEE,Member,Common Council Member,2015-04-21,2021-04-20
3944,288,COMMITTEE ON AGING,Member,Common Council Member,2017-10-31,2020-04-20
3944,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2018-08-08,2019-04-16
3944,92,DISABILITY RIGHTS COMMISSION,Member,Common Council Member,2019-04-16,2021-04-20
3944,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Vice President,2019-04-30,2020-04-21
3944,1353,PRESIDENT'S WORK GROUP TO REVIEW COUNCIL COMMUNICATION TOOLS & PROCESSES,Member,Common Council Member,2019-07-16,2020-06-15
3944,1354,COMPLETE COUNT COMMITTEE (ended 9/2020),Member,Common Council Executive Committee Member,2019-06-18,2020-09-23
3944,1357,PRESIDENT'S WORK GROUP TO REVIEW ADMINISTRATIVE PROCEDURE MEMORANDA (APM) APPLICABLE TO ALDERS (ended 5/2021),Member,Common Council Member,2019-09-03,2021-04-20
3944,44,DOWNTOWN COORDINATING COMMITTEE,Member,Common Council or Resident Member,2019-11-05,2023-04-18
3944,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2020-05-05,2022-04-19
3944,1353,PRESIDENT'S WORK GROUP TO REVIEW COUNCIL COMMUNICATION TOOLS & PROCESSES,Member,Common Council Member,2019-07-16,2020-06-18
3944,1365,PRESIDENT'S WORK GROUP TO REVIEW AND REVISE THE CHIEF OF STAFF POSITION DESCRIPTION (ended 10/2021),Member,Common Council Member,2021-01-04,2021-04-20
3944,41,COMMUNITY DEVELOPMENT BLOCK GRANT COMMITTEE,Member,Common Council Member,2021-04-20,2023-04-18
3944,236,MADISON AREA TRANSPORTATION PLANNING BOARD (MPO) (prior to 9/30/2023),Member,Elected Official,2021-04-20,2023-09-29
3944,1347,TRANSPORTATION POLICY AND PLANNING BOARD - ended 3/2023,Member,Common Council Member,2021-04-20,2023-04-18
3944,1348,TRANSPORTATION COMMISSION,Member,Transportation Policy & Planning Board Member (Alder),2021-04-20,2023-04-18
3944,1360,AD HOC TASK FORCE ON THE STRUCTURE OF CITY GOVERNMENT (TFOGS) FINAL REPORT IMPLEMENTATION WORK GROUP (ended 3-2023),Member,Common Council Executive Committee (CCEC) Alder,2021-05-04,2022-02-23
3944,1365,PRESIDENT'S WORK GROUP TO REVIEW AND REVISE THE CHIEF OF STAFF POSITION DESCRIPTION (ended 10/2021),Member,Common Council Member,2021-04-28,2021-10-22
3944,1368,"PRESIDENT'S WORK GROUP ON RACIAL JUSTICE, ANTIRACISM AND EQUITY (ended 5/2022)",Member,Common Council Member,2021-08-31,2022-04-19
3944,307,COMMUNITY DEVELOPMENT DIVISION CONFERENCE COMMITTEE,Member,CDBG Alder,2022-02-22,2023-04-18
3944,235,CAPITAL AREA REGIONAL PLANNING COMMISSION (CARPC),Member,Mayoral Appointee,2022-05-10,2025-04-01
3944,1326,PUBLIC MARKET DEVELOPMENT COMMITTEE (ended 1/2024),Member,Common Council Member,2023-04-18,2024-01-11
3944,1348,TRANSPORTATION COMMISSION,Member,Common Council Member,2023-06-20,2026-04-21
3944,1380,GREATER MADISON MPO (METROPOLITAN PLANNING ORGANIZATION),Member,Elected Official,2021-04-20,2026-04-30
3944,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2024-05-07,2025-04-15
3944,41,COMMUNITY DEVELOPMENT BLOCK GRANT COMMITTEE,Member,Common Council Member,2025-04-15,2026-04-21
3944,48,EQUAL OPPORTUNITIES COMMISSION,Member,Common Council or Resident Member,2025-04-15,2026-04-21
3945,42,COMMUNITY SERVICES COMMITTEE (ended 3/2025),Member,Common Council or Citizen Member,2015-04-21,2017-04-18
3945,294,MADISON FOOD POLICY COUNCIL,Member,Common Council Member,2015-04-21,2017-04-18
3945,284,MADISON LOCAL FOOD COMMITTEE (renamed Public Market Development Committee 12/2016),Member,Common Council Member,2015-04-21,2016-12-31
3945,303,SUSTAINABLE MADISON TRANSPORTATION MASTER PLAN OVERSIGHT COMMITTEE (Madison in Motion) (ended 2/2017),Member,Common Council Member,2015-04-21,2017-02-28
3945,307,COMMUNITY DEVELOPMENT DIVISION CONFERENCE COMMITTEE,Member,CSC Alder,2015-07-21,2017-04-18
3945,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,Common Council Member,2016-05-17,2017-04-18
3945,1326,PUBLIC MARKET DEVELOPMENT COMMITTEE (ended 1/2024),Member,Common Council Member,2017-01-01,2019-02-06
3945,288,COMMITTEE ON AGING,Member,Common Council Member,2017-04-18,2017-10-30
3945,64,URBAN DESIGN COMMISSION,Member,Common Council Member,2017-04-18,2019-02-05
3945,308,AD HOC LANDMARKS ORDINANCE REVIEW COMMITTEE,Member,Common Council President or Designee,2018-09-04,2019-02-05
3946,310,CAPITOL EAST DISTRICT COMMITTEE (ended 2/2017),Member,Alder-At-Large,2015-04-21,2017-02-10
3946,40,COMMITTEE ON THE ENVIRONMENT (ended 6/2020),Member,Common Council Member,2015-04-21,2019-04-16
3946,299,HOUSING STRATEGY COMMITTEE (end 11/2024),Member,Common Council Member,2015-04-21,2019-04-16
3946,152,JOINT SOUTHEAST CAMPUS AREA COMMITTEE (ended 3/2018),Member,District 8 Alder,2015-04-21,2018-03-29
3946,298,LANDLORD AND TENANT ISSUES COMMITTEE (end 11/2024),Member,Common Council Member,2015-04-21,2019-04-16
3946,60,SOLID WASTE ADVISORY COMMITTEE (ended 3/2020),Member,Common Council Member,2015-04-21,2019-04-16
3946,263,VENDING OVERSIGHT COMMITTEE,Member,Common Council Member,2015-04-21,2019-04-16
3946,54,MADISON CULTURAL ARTS DISTRICT BOARD,Member,Common Council Member,2015-05-19,2019-04-16
3946,4,BOARD OF ESTIMATES (ended 4/2017),Member,Common Council Member,2016-05-03,2017-04-18
3946,1324,FINANCE COMMITTEE,Member,Common Council Member,2016-05-03,2019-04-16
3946,314,COMMITTEE ON EMPLOYEE RELATIONS,Member,Finance Committee Member,2017-04-18,2019-04-16
3946,1339,JOINT CAMPUS AREA COMMITTEE,Member,District 8 Alder,2018-04-17,2019-04-16
3946,236,MADISON AREA TRANSPORTATION PLANNING BOARD (MPO) (prior to 9/30/2023),Member,Elected Official,2018-09-04,2019-04-16
3947,39,CITY-COUNTY LIAISON COMMITTEE,Member,Common Council Member,2015-04-21,2021-04-20
3947,41,COMMUNITY DEVELOPMENT BLOCK GRANT COMMITTEE,Member,Common Council Member,2015-04-21,2021-04-20
3947,306,DIGITAL TECHNOLOGY COMMITTEE (ended 11-2021),Member,Common Council Member,2015-04-21,2021-04-20
3947,26,BOARD OF PARK COMMISSIONERS,Member,Common Council Member,2015-04-21,2019-04-16
3947,280,SISTER CITY COLLABORATION COMMITTEE,Member,Common Council Member,2015-04-21,2021-04-20
3947,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Vice President,2017-04-18,2018-04-17
3947,307,COMMUNITY DEVELOPMENT DIVISION CONFERENCE COMMITTEE,Member,CDBG Alder,2017-06-20,2021-04-20
3947,241,"ERLANGER, JEFFREY CLAY, CIVILITY IN PUBLIC DISCOURSE AWARD COMMITTEE",Member,Common Council President or Designee,2017-10-17,2019-04-16
3947,1337,PRESIDENT'S WORK GROUP TO DEVELOP CITY-WIDE SURVEILLANCE EQUIPMENT & DATA MANAGEMENT POLICIES (ended 1/2020),Member,Common Council Member,2017-12-29,2020-01-16
3947,1324,FINANCE COMMITTEE,Member,Common Council President,2018-04-17,2019-04-16
3947,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council President,2018-05-01,2019-04-16
3947,236,MADISON AREA TRANSPORTATION PLANNING BOARD (MPO) (prior to 9/30/2023),Member,Elected Official,2019-04-16,2021-04-20
3947,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Alternate - Immediate Past Common Council President,2019-04-30,2020-04-21
3948,288,COMMITTEE ON AGING,Member,Common Council Member,2015-04-21,2017-04-18
3948,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,Common Council Member,2015-04-21,2021-04-20
3948,48,EQUAL OPPORTUNITIES COMMISSION,Member,Common Council Member,2015-04-21,2019-04-16
3948,109,PEDESTRIAN/BICYCLE/MOTOR VEHICLE COMMISSION (ended 6/2018),Member,Common Council Member,2015-04-21,2018-06-30
3948,16,TRANSIT AND PARKING COMMISSION (ended 06/2018),Member,Common Council Member,2015-04-21,2018-06-30
3948,224,WARNER PARK COMMUNITY RECREATION CENTER ADVISORY SUBCOMMITTEE (ended 3-2023),Member,District 18 Alder,2015-04-21,2021-04-20
3948,10,COMMON COUNCIL ORGANIZATIONAL COMMITTEE (ended 4/2017),Member,Common Council Member,2015-05-05,2017-04-18
3948,294,MADISON FOOD POLICY COUNCIL,Member,Common Council Member,2015-11-03,2021-04-20
3948,1320,TRANSPORTATION ORDINANCE REVIEW AD HOC COMMITTEE - ended 7/2017,Member,,2016-02-23,2017-07-14
3948,1323,METRO PARATRANSIT MEDICAID WAIVER FUNDING & POLICY REVIEW AD HOC COMMITTEE (ended 7/2017),Member,Common Council Member,2016-08-08,2017-07-11
3948,1327,PRESIDENT'S WORK GROUP ON POLICE & COMMUNITY RELATIONS (ended 5/2017),Member,Common Council Member,2017-04-18,2017-05-17
3948,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2017-05-02,2021-04-20
3948,1330,OSCAR MAYER STRATEGIC ASSESSMENT COMMITTEE (ended 2/2019),Member,Common Council Member,2017-10-03,2019-02-05
3948,1336,TASK FORCE ON STRUCTURE OF CITY GOVERNMENT (ended 3/2020),Member,Common Council Member,2018-02-06,2020-04-21
3948,1337,PRESIDENT'S WORK GROUP TO DEVELOP CITY-WIDE SURVEILLANCE EQUIPMENT & DATA MANAGEMENT POLICIES (ended 1/2020),Member,Common Council Member,2017-12-29,2020-01-16
3948,1348,TRANSPORTATION COMMISSION,Member,Transportation Policy & Planning Board Member (Alder),2018-06-19,2019-04-16
3948,1347,TRANSPORTATION POLICY AND PLANNING BOARD - ended 3/2023,Member,Common Council Member,2018-06-19,2021-04-20
3948,1324,FINANCE COMMITTEE,Member,Common Council Member,2019-04-16,2021-04-20
3948,48,EQUAL OPPORTUNITIES COMMISSION,Member,Common Council or Resident Member,2019-05-14,2020-04-20
3948,1358,ALDER WORKGROUP TO DEVELOP LOGISTICS & OPERATIONAL DETAILS FOR MPD INDEPENDENT CIVILIAN OVERSIGHT (ended 8/2020),Member,Common Council Member,2020-06-16,2020-08-03
3948,1360,AD HOC TASK FORCE ON THE STRUCTURE OF CITY GOVERNMENT (TFOGS) FINAL REPORT IMPLEMENTATION WORK GROUP (ended 3-2023),Member,Common Council Member,2020-06-16,2021-04-20
3948,294,MADISON FOOD POLICY COUNCIL,Member,Resident Member,2021-06-01,2026-10-01
3948,1373,TASK FORCE ON FARMLAND PRESERVATION (ended 6/2023),Member,Madison Food Policy Council Member,2022-09-06,2023-06-12
5147,16,TRANSIT AND PARKING COMMISSION (ended 06/2018),Member,Common Council Member,2017-04-18,2018-06-30
5147,31,ADA TRANSIT SUBCOMMITTEE TO THE TRANSIT AND PARKING COMM (ended 6/2018),Member,Common Council Member,2017-04-18,2018-06-30
5147,294,MADISON FOOD POLICY COUNCIL,Member,Common Council Member,2017-04-18,2022-05-25
5147,153,JOINT WEST CAMPUS AREA COMMITTEE (ended 3/2018),Member,District 11 Alder,2017-04-18,2018-03-29
5147,36,WATER UTILITY BOARD,Member,Common Council Member,2017-04-18,2019-04-16
5147,1329,TASK FORCE ON EQUITY IN MUSIC AND ENTERTAINMENT (ended 3/2019),Member,Alder/TPC Member,2017-08-01,2019-03-01
5147,1335,HISTORIC PRESERVATION PLAN ADVISORY COMMITTEE (ended 5/2020),Member,Common Council Member,2018-02-06,2019-04-16
5147,32,AFFIRMATIVE ACTION COMMISSION,Member,Common Council Member,2019-04-16,2022-05-25
5147,42,COMMUNITY SERVICES COMMITTEE (ended 3/2025),Member,Common Council or Resident Member,2019-04-16,2022-05-25
5147,54,MADISON CULTURAL ARTS DISTRICT BOARD,Member,Common Council Member,2019-04-16,2022-05-25
5147,52,LANDMARKS COMMISSION,Member,Common Council Member,2019-04-16,2022-05-25
5147,308,AD HOC LANDMARKS ORDINANCE REVIEW COMMITTEE,Member,Landmarks Commission Member (Alder),2019-04-19,2022-04-19
5147,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2019-04-30,2020-04-21
5147,1335,HISTORIC PRESERVATION PLAN ADVISORY COMMITTEE (ended 5/2020),Member,Common Council Member,2019-06-11,2020-05-19
5147,1353,PRESIDENT'S WORK GROUP TO REVIEW COUNCIL COMMUNICATION TOOLS & PROCESSES,Member,Common Council Member,2020-06-02,2020-10-14
5147,1365,PRESIDENT'S WORK GROUP TO REVIEW AND REVISE THE CHIEF OF STAFF POSITION DESCRIPTION (ended 10/2021),Member,Common Council Member,2021-01-04,2021-04-20
5147,149,HO-CHUNK NATION/CITY OF MADISON JOINT PLANNING COMMITTEE,Member,Mayoral Appointee,2021-04-20,2025-03-11
5147,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council President,2021-04-20,2022-04-19
5147,1365,PRESIDENT'S WORK GROUP TO REVIEW AND REVISE THE CHIEF OF STAFF POSITION DESCRIPTION (ended 10/2021),Member,Common Council Member,2021-04-28,2021-10-22
5147,1370,AD HOC REDISTRICTING COMMITTEE (ended 11-2021),Member,Common Council Member,2021-04-20,2021-11-02
5296,9,BOARD OF PUBLIC WORKS,Member,Common Council Member,2018-08-07,2019-04-16
5296,45,EARLY CHILDHOOD CARE AND EDUCATION COMMITTEE,Member,Common Council Member,2018-08-07,2019-04-16
5296,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,Common Council Member,2018-08-07,2019-04-16
5296,149,HO-CHUNK NATION/CITY OF MADISON JOINT PLANNING COMMITTEE,Member,Common Council Member,2018-08-07,2021-04-20
5296,291,SUSTAINABLE MADISON COMMITTEE,Member,Common Council Member,2018-09-04,2019-04-16
5296,319,CITY-COUNTY HOMELESS ISSUES COMMITTEE,Member,Common Council Member,2019-04-16,2021-04-20
5296,236,MADISON AREA TRANSPORTATION PLANNING BOARD (MPO) (prior to 9/30/2023),Member,Elected Official,2019-04-16,2021-04-20
5296,1348,TRANSPORTATION COMMISSION,Member,Common Council Member,2019-04-16,2020-11-13
5296,36,WATER UTILITY BOARD,Member,Council Member or Member,2019-04-16,2021-04-20
5296,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2020-05-05,2021-04-20
5296,1360,AD HOC TASK FORCE ON THE STRUCTURE OF CITY GOVERNMENT (TFOGS) FINAL REPORT IMPLEMENTATION WORK GROUP (ended 3-2023),Member,Common Council Executive Committee (CCEC) Alder,2020-06-16,2020-09-18
5296,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,Common Council Member,2020-10-20,2021-04-20
5296,308,AD HOC LANDMARKS ORDINANCE REVIEW COMMITTEE,Member,Economic Development Committee Member (Alder),2020-10-20,2021-04-20
5298,39,CITY-COUNTY LIAISON COMMITTEE,Member,Common Council Member,2018-09-04,2019-04-16
5298,306,DIGITAL TECHNOLOGY COMMITTEE (ended 11-2021),Member,Common Council Member,2018-09-04,2021-11-02
5298,92,DISABILITY RIGHTS COMMISSION,Member,Common Council Member,2018-09-04,2019-04-16
5298,9,BOARD OF PUBLIC WORKS,Member,Common Council Member,2018-09-04,2021-04-20
5298,1322,ROOM TAX COMMISSION,Member,Common Council Member,2018-09-04,2019-04-16
5298,308,AD HOC LANDMARKS ORDINANCE REVIEW COMMITTEE,Member,Common Council President or Designee,2019-02-05,2021-04-20
5298,1324,FINANCE COMMITTEE,Member,Common Council Member,2019-04-16,2022-04-19
5298,314,COMMITTEE ON EMPLOYEE RELATIONS,Member,Finance Committee Member,2019-04-16,2023-04-18
5298,1336,TASK FORCE ON STRUCTURE OF CITY GOVERNMENT (ended 3/2020),Member,Common Council Member,2019-04-16,2020-03-03
5298,1347,TRANSPORTATION POLICY AND PLANNING BOARD - ended 3/2023,Member,Common Council Member,2019-04-16,2023-04-18
5298,1331,URBAN FORESTRY TASK FORCE (ended 1/2020),Member,Common Council Member,2019-04-16,2020-01-21
5298,1353,PRESIDENT'S WORK GROUP TO REVIEW COUNCIL COMMUNICATION TOOLS & PROCESSES,Member,Common Council Member,2019-07-16,2019-10-11
5298,1357,PRESIDENT'S WORK GROUP TO REVIEW ADMINISTRATIVE PROCEDURE MEMORANDA (APM) APPLICABLE TO ALDERS (ended 5/2021),Member,Common Council Member,2019-09-03,2021-04-20
5298,1360,AD HOC TASK FORCE ON THE STRUCTURE OF CITY GOVERNMENT (TFOGS) FINAL REPORT IMPLEMENTATION WORK GROUP (ended 3-2023),Member,Former TFOGS Alder,2020-06-16,2022-04-19
5298,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,Common Council Member,2021-04-20,2023-01-02
5298,1366,TASK FORCE ON DIGITAL INCLUSION STRATEGIC PRIORITIES (ended 10-5-2021),Member,Digital Technology Committee (DTC) Member - Alder,2021-03-30,2023-04-18
5298,308,AD HOC LANDMARKS ORDINANCE REVIEW COMMITTEE,Member,Economic Development Committee Member (Alder),2021-05-04,2022-04-19
5298,1324,FINANCE COMMITTEE,Member,Common Council President,2021-04-20,2023-04-18
5298,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council President,2022-04-20,2023-04-18
5298,241,"ERLANGER, JEFFREY CLAY, CIVILITY IN PUBLIC DISCOURSE AWARD COMMITTEE",Member,Common Council President,2022-04-20,2023-04-18
5298,9,BOARD OF PUBLIC WORKS,Member,Common Council Member,2022-11-22,2023-04-18
3061,93,MADISON PUBLIC LIBRARY BOARD,Member,,2008-03-04,2011-11-17
3061,152,JOINT SOUTHEAST CAMPUS AREA COMMITTEE (ended 3/2018),Member,,2009-03-03,2011-11-17
3061,153,JOINT WEST CAMPUS AREA COMMITTEE (ended 3/2018),Member,,2009-07-07,2011-11-17
3061,267,CULTURAL PLAN STEERING COMMITTEE (ended 9/2013),Member,,2009-10-20,2011-11-17
3061,5,ALCOHOL LICENSE REVIEW COMMITTEE,Member,,2011-02-22,2011-11-17
3061,113,BAYVIEW FOUNDATION BOARD,Member,Mayoral Representative,2018-09-04,2019-04-16
3061,91,COMMUNITY DEVELOPMENT AUTHORITY,Member,Common Council Member,2018-09-04,2019-04-16
3061,42,COMMUNITY SERVICES COMMITTEE (ended 3/2025),Member,Common Council or Citizen Member,2018-09-04,2019-04-16
3061,1339,JOINT CAMPUS AREA COMMITTEE,Member,District 13 Alder - Non-Voting,2018-09-04,2019-04-16
3061,236,MADISON AREA TRANSPORTATION PLANNING BOARD (MPO) (prior to 9/30/2023),Member,Elected Official,2018-09-04,2019-04-16
3061,132,ZOO COMMISSION - HENRY VILAS,Member,Common Council Member-Zoo District,2018-09-04,2019-04-16
3061,1338,TRUMAN OLSON SELECTION COMMITTEE (ended 5-2019),Member,District 13 Alder,2018-09-04,2019-04-16
3061,1372,LAKE MONONA WATERFRONT AD HOC COMMITTEE (ended 1/2024),Member,Friends of Nolen Waterfront Member,2022-04-19,2024-01-26
5151,65,ZONING BOARD OF APPEALS,Member,Adult City Resident,2017-04-18,2019-04-16
5151,44,DOWNTOWN COORDINATING COMMITTEE,Member,Common Council Member,2019-04-16,2023-04-18
5151,1335,HISTORIC PRESERVATION PLAN ADVISORY COMMITTEE (ended 5/2020),Member,Common Council Member,2019-04-16,2019-06-11
5151,236,MADISON AREA TRANSPORTATION PLANNING BOARD (MPO) (prior to 9/30/2023),Member,Elected Official,2019-04-16,2021-04-20
5151,3,PLAN COMMISSION,Member,Common Council Member,2019-04-16,2023-04-18
5151,14,PUBLIC SAFETY REVIEW COMMITTEE,Member,Common Council Member,2019-04-16,2023-04-18
5151,308,AD HOC LANDMARKS ORDINANCE REVIEW COMMITTEE,Member,Plan Commission Member (Alder),2019-04-19,2022-04-19
5151,1335,HISTORIC PRESERVATION PLAN ADVISORY COMMITTEE (ended 5/2020),Member,LORC Common Council Member,2019-06-11,2020-05-19
5151,1353,PRESIDENT'S WORK GROUP TO REVIEW COUNCIL COMMUNICATION TOOLS & PROCESSES,Member,Common Council Member,2019-10-15,2020-10-14
5151,299,HOUSING STRATEGY COMMITTEE (end 11/2024),Member,Common Council Member,2020-10-20,2021-04-20
5151,288,COMMITTEE ON AGING,Member,Common Council Member,2021-04-20,2023-04-18
5151,1326,PUBLIC MARKET DEVELOPMENT COMMITTEE (ended 1/2024),Member,Common Council Member,2021-04-20,2023-04-18
5151,1325,COMMON COUNCIL EXECUTIVE COMMITTEE,Member,Common Council Member,2021-05-04,2023-04-18
5151,1339,JOINT CAMPUS AREA COMMITTEE,Member,Plan Commission Member,2022-06-21,2023-04-18
5151,114,MADISON'S CENTRAL BUSINESS IMPROVEMENT DISTRICT (BID) BOARD,Member,District 2 Alder,2023-02-17,2023-04-18
5151,3,PLAN COMMISSION,Member,Adult City Resident,2023-06-06,2026-04-30
5151,1339,JOINT CAMPUS AREA COMMITTEE,Member,Plan Commission Member,2025-09-16,2026-04-30
3193,48,EQUAL OPPORTUNITIES COMMISSION,Member,,2009-01-06,2012-04-30
3193,32,AFFIRMATIVE ACTION COMMISSION,Member,,2009-03-31,2012-04-30
3193,44,DOWNTOWN COORDINATING COMMITTEE,Member,,2009-10-06,2010-10-19
3193,44,DOWNTOWN COORDINATING COMMITTEE,Member,,2010-10-19,2012-04-30
3193,98,ADMINISTRATIVE REVIEW BOARD (prior to 12/7/2011),Member,,2011-01-18,2011-11-29
3193,1324,FINANCE COMMITTEE,Member,Common Council Member,2019-04-16,2020-09-30
3193,319,CITY-COUNTY HOMELESS ISSUES COMMITTEE,Member,Common Council Member,2019-04-16,2020-09-30
3193,45,EARLY CHILDHOOD CARE AND EDUCATION COMMITTEE,Member,Common Council Member,2019-04-16,2020-09-30
3193,48,EQUAL OPPORTUNITIES COMMISSION,Member,Common Council Member,2019-04-16,2020-09-30
3193,299,HOUSING STRATEGY COMMITTEE (end 11/2024),Member,Common Council Member,2019-04-16,2020-09-30
3193,1353,PRESIDENT'S WORK GROUP TO REVIEW COUNCIL COMMUNICATION TOOLS & PROCESSES,Member,Common Council Member,2019-07-16,2020-09-30
3193,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,Common Council Member,2020-01-07,2020-09-30
3193,1358,ALDER WORKGROUP TO DEVELOP LOGISTICS & OPERATIONAL DETAILS FOR MPD INDEPENDENT CIVILIAN OVERSIGHT (ended 8/2020),Member,Common Council Member,2020-06-16,2020-08-03
3193,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,Resident Member,2021-01-05,2023-06-19
3193,1367,MADISON GUARANTEED INCOME PILOT PROGRAM ADVISORY TASK FORCE,Member,Social Welfare Policy Expert,2022-07-19,
4980,109,PEDESTRIAN/BICYCLE/MOTOR VEHICLE COMMISSION (ended 6/2018),Member,Citizen (Bicycle Advocate),2015-07-21,2018-06-30
4980,53,LONG RANGE TRANSPORTATION PLANNING COMMITTEE (ended 6/2018),Member,Pedestrian/Bicycle/Motor Vehicle Commission Chair or Designee,2015-08-17,2018-06-30
4980,47,ECONOMIC DEVELOPMENT COMMITTEE,Member,Common Council Member,2019-04-16,2020-01-06
4980,236,MADISON AREA TRANSPORTATION PLANNING BOARD (MPO) (prior to 9/30/2023),Member,Elected Official,2019-04-16,2023-04-17
